URL,Access_Frequency,Content_Size,Last_Access_Time,Access_Frequency_Over_Time,Storage_Cost,Content_Type,Data_Freshness
http://localhost:5000/video/item_71.mp4,71,333,2024-08-27 18:55:19,9,559,Social Media,Fresh
http://localhost:5000/video/item_2.mp4,92,127,2024-09-01 02:05:55,8,563,Advertisement,Fresh
http://localhost:5000/video/item_55.mp4,91,287,2024-09-05 19:57:19,5,302,News,Fresh
http://localhost:5000/video/item_9.mp4,67,280,2024-09-03 02:07:43,3,996,Ebook,Stale
http://localhost:5000/video/item_69.mp4,13,5,2024-08-27 21:48:53,7,355,Videos,Stale
http://localhost:5000/video/item_38.mp4,15,288,2024-08-28 02:11:53,10,942,Advertisement,Stale
http://localhost:5000/video/item_97.mp4,6,303,2024-09-04 04:07:28,1,157,Live Video,Fresh
http://localhost:5000/video/item_67.mp4,42,386,2024-08-28 18:02:17,8,674,Blogs,Fresh
http://localhost:5000/video/item_82.mp4,54,90,2024-08-27 07:21:55,10,768,Emails,Fresh
http://localhost:5000/video/item_2.mp4,10,12,2024-09-05 04:21:57,1,349,Article,Fresh
http://localhost:5000/video/item_38.mp4,56,7,2024-09-02 23:47:18,4,683,Social Media,Fresh
http://localhost:5000/video/item_13.mp4,69,157,2024-08-29 22:33:47,4,590,Advertisement,Stale
http://localhost:5000/video/item_17.mp4,41,30,2024-09-02 21:07:04,7,608,Social Media,Fresh
http://localhost:5000/video/item_37.mp4,92,106,2024-08-27 18:26:10,7,295,Ebook,Fresh
http://localhost:5000/video/item_1.mp4,57,473,2024-09-06 07:54:07,4,135,Article,Stale
http://localhost:5000/video/item_82.mp4,90,191,2024-09-06 22:00:49,7,218,Emails,Fresh
http://localhost:5000/video/item_23.mp4,92,198,2024-08-31 08:10:04,1,838,Advertisement,Fresh
http://localhost:5000/video/item_8.mp4,35,262,2024-09-06 04:26:50,9,23,Article,Stale
http://localhost:5000/video/item_76.mp4,46,94,2024-08-29 06:24:39,7,650,Social Media,Fresh
http://localhost:5000/video/item_85.mp4,70,326,2024-09-02 16:07:34,10,931,Videos,Stale
http://localhost:5000/video/item_4.mp4,35,105,2024-08-31 09:51:48,2,481,Social Media,Stale
http://localhost:5000/video/item_14.mp4,65,46,2024-09-06 01:23:44,3,991,Article,Stale
http://localhost:5000/video/item_98.mp4,48,121,2024-09-05 20:35:41,1,98,Live Video,Fresh
http://localhost:5000/video/item_96.mp4,40,216,2024-09-06 14:44:52,1,297,Ebook,Fresh
http://localhost:5000/video/item_39.mp4,14,158,2024-08-30 16:26:43,9,3,Authority Content,Fresh
http://localhost:5000/video/item_47.mp4,67,330,2024-09-05 15:15:05,4,986,Article,Stale
http://localhost:5000/video/item_49.mp4,35,111,2024-09-05 05:15:07,4,726,News,Stale
http://localhost:5000/video/item_13.mp4,84,257,2024-09-03 20:33:11,8,300,Advertisement,Fresh
http://localhost:5000/video/item_0.mp4,76,319,2024-08-31 01:59:35,7,624,Videos,Stale
http://localhost:5000/video/item_15.mp4,80,116,2024-09-06 14:03:15,4,427,Article,Stale
http://localhost:5000/video/item_90.mp4,44,302,2024-08-28 22:20:11,8,690,Videos,Fresh
http://localhost:5000/video/item_2.mp4,70,475,2024-08-30 12:46:50,8,847,Authority Content,Stale
http://localhost:5000/video/item_3.mp4,6,40,2024-09-05 02:55:35,3,549,Ebook,Fresh
http://localhost:5000/video/item_58.mp4,61,314,2024-08-28 00:19:38,10,309,Live Video,Fresh
http://localhost:5000/video/item_17.mp4,100,336,2024-09-04 10:18:09,7,38,Infographic,Fresh
http://localhost:5000/video/item_96.mp4,18,73,2024-09-04 05:05:37,7,659,Videos,Fresh
http://localhost:5000/video/item_28.mp4,8,264,2024-08-30 12:49:41,9,287,Emails,Stale
http://localhost:5000/video/item_9.mp4,3,213,2024-09-02 00:49:57,7,724,Advertisement,Fresh
http://localhost:5000/video/item_60.mp4,86,346,2024-09-01 07:46:32,10,1,Article,Fresh
http://localhost:5000/video/item_50.mp4,77,131,2024-08-30 21:25:43,1,220,Authority Content,Stale
http://localhost:5000/video/item_96.mp4,99,332,2024-09-05 08:38:17,5,6,Blogs,Stale
http://localhost:5000/video/item_80.mp4,97,167,2024-09-07 02:21:07,7,268,Ebook,Stale
http://localhost:5000/video/item_69.mp4,26,122,2024-08-30 00:31:26,6,268,Live Video,Stale
http://localhost:5000/video/item_41.mp4,53,272,2024-09-02 14:06:30,8,508,Authority Content,Stale
http://localhost:5000/video/item_77.mp4,48,344,2024-08-31 21:01:30,8,451,Blogs,Fresh
http://localhost:5000/video/item_18.mp4,38,168,2024-09-03 03:18:45,5,699,Ebook,Stale
http://localhost:5000/video/item_70.mp4,41,15,2024-09-07 14:48:26,8,356,Authority Content,Fresh
http://localhost:5000/video/item_39.mp4,52,331,2024-09-01 12:12:24,9,23,Ebook,Stale
http://localhost:5000/video/item_5.mp4,17,165,2024-08-28 19:11:02,6,748,Live Video,Stale
http://localhost:5000/video/item_24.mp4,14,155,2024-08-31 22:52:13,7,924,Infographic,Fresh
http://localhost:5000/video/item_89.mp4,14,244,2024-08-27 21:53:41,2,278,Social Media,Stale
http://localhost:5000/video/item_0.mp4,3,408,2024-09-05 06:46:41,9,657,Blogs,Fresh
http://localhost:5000/video/item_21.mp4,74,342,2024-09-07 12:50:32,10,337,Live Video,Stale
http://localhost:5000/video/item_86.mp4,57,331,2024-09-02 03:10:38,7,60,Advertisement,Stale
http://localhost:5000/video/item_24.mp4,40,464,2024-08-27 11:17:17,9,919,Videos,Fresh
http://localhost:5000/video/item_93.mp4,39,295,2024-08-29 20:26:19,3,245,Article,Stale
http://localhost:5000/video/item_17.mp4,66,39,2024-09-04 11:47:15,7,110,Ebook,Fresh
http://localhost:5000/video/item_99.mp4,34,234,2024-09-05 10:07:51,7,148,Emails,Stale
http://localhost:5000/video/item_37.mp4,97,113,2024-08-28 08:41:19,9,88,News,Stale
http://localhost:5000/video/item_29.mp4,54,373,2024-08-29 15:29:54,9,940,Advertisement,Stale
http://localhost:5000/video/item_22.mp4,20,175,2024-08-29 17:22:42,6,217,Live Video,Fresh
http://localhost:5000/video/item_73.mp4,26,246,2024-08-29 14:51:15,2,279,Emails,Fresh
http://localhost:5000/video/item_25.mp4,59,42,2024-09-04 02:47:11,5,750,Article,Fresh
http://localhost:5000/video/item_89.mp4,68,167,2024-09-03 01:18:28,9,309,Live Video,Stale
http://localhost:5000/video/item_6.mp4,66,293,2024-08-28 23:58:42,10,481,News,Fresh
http://localhost:5000/video/item_47.mp4,49,496,2024-09-01 15:53:10,5,951,Authority Content,Stale
http://localhost:5000/video/item_44.mp4,92,321,2024-08-28 12:15:03,9,258,Videos,Stale
http://localhost:5000/video/item_30.mp4,3,366,2024-08-30 17:02:21,3,231,News,Fresh
http://localhost:5000/video/item_81.mp4,84,118,2024-08-30 00:12:19,4,903,Videos,Stale
http://localhost:5000/video/item_2.mp4,54,11,2024-08-28 15:50:00,10,766,News,Fresh
http://localhost:5000/video/item_15.mp4,31,191,2024-08-29 21:44:32,7,61,Emails,Fresh
http://localhost:5000/video/item_26.mp4,47,43,2024-08-30 20:35:12,4,340,Ebook,Fresh
http://localhost:5000/video/item_46.mp4,50,107,2024-09-06 22:37:51,1,997,Blogs,Stale
http://localhost:5000/video/item_1.mp4,25,327,2024-08-28 15:32:41,8,444,Advertisement,Stale
http://localhost:5000/video/item_35.mp4,91,68,2024-08-28 15:51:00,9,777,News,Fresh
http://localhost:5000/video/item_8.mp4,82,418,2024-09-05 23:46:44,6,838,Social Media,Stale
http://localhost:5000/video/item_4.mp4,86,269,2024-09-04 17:21:11,7,159,Blogs,Stale
http://localhost:5000/video/item_5.mp4,50,116,2024-09-02 01:04:14,9,134,Article,Fresh
http://localhost:5000/video/item_54.mp4,17,475,2024-09-05 11:25:37,1,492,Ebook,Fresh
http://localhost:5000/video/item_13.mp4,15,291,2024-09-04 18:27:56,2,832,Videos,Stale
http://localhost:5000/video/item_38.mp4,36,316,2024-09-06 12:27:04,6,420,Live Video,Fresh
http://localhost:5000/video/item_45.mp4,15,147,2024-08-31 22:11:02,6,973,Live Video,Fresh
http://localhost:5000/video/item_55.mp4,74,89,2024-09-05 14:41:53,2,621,News,Fresh
http://localhost:5000/video/item_29.mp4,31,196,2024-08-27 06:45:07,7,317,Blogs,Fresh
http://localhost:5000/video/item_23.mp4,67,157,2024-09-03 18:50:32,5,88,Authority Content,Stale
http://localhost:5000/video/item_50.mp4,87,201,2024-09-05 14:20:08,8,589,Ebook,Stale
http://localhost:5000/video/item_87.mp4,26,241,2024-09-05 23:10:07,2,475,Emails,Stale
http://localhost:5000/video/item_29.mp4,86,53,2024-09-03 19:24:40,10,602,Blogs,Fresh
http://localhost:5000/video/item_21.mp4,3,423,2024-09-06 07:50:53,5,46,Authority Content,Fresh
http://localhost:5000/video/item_28.mp4,70,259,2024-08-30 20:54:40,5,590,Authority Content,Stale
http://localhost:5000/video/item_44.mp4,82,78,2024-09-04 00:39:09,4,147,Videos,Fresh
http://localhost:5000/video/item_73.mp4,14,104,2024-09-05 23:47:40,6,69,Article,Stale
http://localhost:5000/video/item_5.mp4,30,432,2024-09-06 07:09:53,8,38,Live Video,Stale
http://localhost:5000/video/item_62.mp4,56,106,2024-08-31 15:47:01,10,361,Videos,Stale
http://localhost:5000/video/item_71.mp4,79,257,2024-09-02 22:45:18,3,22,Authority Content,Fresh
http://localhost:5000/video/item_22.mp4,17,170,2024-08-31 07:38:55,9,535,Emails,Stale
http://localhost:5000/video/item_52.mp4,63,7,2024-09-03 23:34:27,9,783,Article,Fresh
http://localhost:5000/video/item_71.mp4,32,413,2024-08-27 12:32:04,4,914,Live Video,Fresh
http://localhost:5000/video/item_19.mp4,7,20,2024-09-05 04:07:16,1,994,Social Media,Stale
http://localhost:5000/video/item_11.mp4,30,328,2024-09-04 14:22:51,1,523,Videos,Stale
http://localhost:5000/video/item_64.mp4,91,483,2024-08-30 16:05:42,5,839,Authority Content,Stale
http://localhost:5000/video/item_42.mp4,82,125,2024-09-04 10:18:17,10,581,Ebook,Stale
http://localhost:5000/video/item_55.mp4,12,387,2024-09-01 11:42:23,3,582,Blogs,Stale
http://localhost:5000/video/item_31.mp4,73,198,2024-08-29 10:02:39,9,744,Blogs,Fresh
http://localhost:5000/video/item_9.mp4,65,349,2024-09-02 11:30:21,3,196,Authority Content,Stale
http://localhost:5000/video/item_35.mp4,31,351,2024-08-27 15:39:25,10,772,Videos,Stale
http://localhost:5000/video/item_60.mp4,4,374,2024-09-07 17:54:03,6,278,Ebook,Stale
http://localhost:5000/video/item_96.mp4,47,182,2024-08-30 01:00:41,8,177,Ebook,Stale
http://localhost:5000/video/item_50.mp4,37,480,2024-08-29 19:49:50,3,589,Infographic,Fresh
http://localhost:5000/video/item_33.mp4,47,407,2024-09-04 17:20:00,5,808,Emails,Stale
http://localhost:5000/video/item_28.mp4,45,307,2024-08-29 01:47:08,10,923,Social Media,Stale
http://localhost:5000/video/item_55.mp4,92,223,2024-09-02 17:11:29,6,29,Live Video,Fresh
http://localhost:5000/video/item_47.mp4,82,251,2024-09-02 11:18:56,3,23,Videos,Fresh
http://localhost:5000/video/item_39.mp4,86,103,2024-09-04 19:40:02,10,855,Infographic,Fresh
http://localhost:5000/video/item_14.mp4,91,82,2024-08-31 11:46:15,1,247,Social Media,Stale
http://localhost:5000/video/item_97.mp4,73,303,2024-09-02 09:26:07,9,233,Blogs,Stale
http://localhost:5000/video/item_48.mp4,67,105,2024-08-28 18:52:36,9,718,Advertisement,Stale
http://localhost:5000/video/item_75.mp4,88,154,2024-09-01 06:40:53,1,301,Videos,Fresh
http://localhost:5000/video/item_98.mp4,14,32,2024-08-31 17:01:27,3,893,Authority Content,Fresh
http://localhost:5000/video/item_6.mp4,30,232,2024-09-03 22:48:24,7,492,Social Media,Fresh
http://localhost:5000/video/item_47.mp4,34,24,2024-09-03 02:06:44,9,701,Authority Content,Stale
http://localhost:5000/video/item_3.mp4,35,375,2024-08-29 11:48:33,5,955,Authority Content,Stale
http://localhost:5000/video/item_87.mp4,87,176,2024-09-01 18:02:36,10,918,Article,Stale
http://localhost:5000/video/item_39.mp4,58,258,2024-09-04 04:29:20,10,820,Advertisement,Fresh
http://localhost:5000/video/item_85.mp4,34,295,2024-08-30 01:11:50,6,460,Videos,Fresh
http://localhost:5000/video/item_71.mp4,61,272,2024-09-06 03:40:36,9,523,Blogs,Fresh
http://localhost:5000/video/item_27.mp4,97,244,2024-09-01 08:18:51,10,910,Social Media,Stale
http://localhost:5000/video/item_0.mp4,58,476,2024-08-28 21:11:36,6,383,Emails,Stale
http://localhost:5000/video/item_7.mp4,53,240,2024-09-01 16:22:35,7,7,News,Stale
http://localhost:5000/video/item_57.mp4,91,469,2024-09-05 14:41:31,6,277,Emails,Fresh
http://localhost:5000/video/item_57.mp4,5,90,2024-08-27 12:34:39,4,174,Live Video,Stale
http://localhost:5000/video/item_87.mp4,55,278,2024-09-04 11:16:45,6,225,Social Media,Fresh
http://localhost:5000/video/item_73.mp4,27,130,2024-08-29 16:27:58,10,447,Infographic,Fresh
http://localhost:5000/video/item_42.mp4,25,380,2024-08-29 08:20:31,6,720,Social Media,Fresh
http://localhost:5000/video/item_59.mp4,90,484,2024-09-02 02:55:57,5,803,Ebook,Stale
http://localhost:5000/video/item_69.mp4,13,261,2024-09-05 09:44:36,9,420,Article,Stale
http://localhost:5000/video/item_61.mp4,25,266,2024-09-04 12:09:28,4,591,Article,Stale
http://localhost:5000/video/item_1.mp4,53,291,2024-08-30 03:37:24,9,437,Videos,Stale
http://localhost:5000/video/item_41.mp4,35,9,2024-09-02 04:36:52,9,356,Authority Content,Fresh
http://localhost:5000/video/item_73.mp4,85,40,2024-09-04 11:01:20,1,238,Authority Content,Stale
http://localhost:5000/video/item_6.mp4,46,424,2024-08-27 19:07:30,7,738,Infographic,Fresh
http://localhost:5000/video/item_84.mp4,62,189,2024-09-04 06:24:14,7,485,News,Stale
http://localhost:5000/video/item_49.mp4,63,158,2024-08-28 04:49:54,3,175,Live Video,Fresh
http://localhost:5000/video/item_12.mp4,74,369,2024-09-01 17:30:42,8,51,Authority Content,Stale
http://localhost:5000/video/item_24.mp4,36,248,2024-08-27 22:21:34,6,602,Emails,Fresh
http://localhost:5000/video/item_74.mp4,85,372,2024-09-05 05:24:01,7,274,Ebook,Stale
http://localhost:5000/video/item_53.mp4,70,91,2024-09-01 02:56:19,2,873,Ebook,Stale
http://localhost:5000/video/item_86.mp4,30,442,2024-09-05 13:46:42,8,711,Blogs,Fresh
http://localhost:5000/video/item_45.mp4,65,282,2024-09-03 15:50:58,8,133,Live Video,Fresh
http://localhost:5000/video/item_82.mp4,2,414,2024-08-30 20:42:13,8,840,News,Fresh
http://localhost:5000/video/item_63.mp4,89,297,2024-08-30 06:06:33,4,310,Videos,Fresh
http://localhost:5000/video/item_39.mp4,87,101,2024-09-03 01:38:03,8,775,Infographic,Fresh
http://localhost:5000/video/item_58.mp4,52,276,2024-08-28 11:39:24,2,924,Advertisement,Fresh
http://localhost:5000/video/item_13.mp4,56,463,2024-08-27 22:23:00,8,193,News,Stale
http://localhost:5000/video/item_32.mp4,24,421,2024-08-31 00:39:20,1,318,Infographic,Fresh
http://localhost:5000/video/item_45.mp4,24,292,2024-08-27 23:38:14,2,423,Social Media,Fresh
http://localhost:5000/video/item_36.mp4,55,235,2024-09-01 05:20:40,5,333,Ebook,Stale
http://localhost:5000/video/item_18.mp4,18,80,2024-08-29 13:42:27,9,862,Blogs,Fresh
http://localhost:5000/video/item_36.mp4,46,61,2024-09-05 12:22:26,7,73,Advertisement,Fresh
http://localhost:5000/video/item_69.mp4,90,409,2024-09-03 01:50:57,1,22,Emails,Fresh
http://localhost:5000/video/item_9.mp4,61,225,2024-08-28 09:38:02,10,59,Live Video,Fresh
http://localhost:5000/video/item_49.mp4,15,342,2024-08-29 19:36:29,7,340,Social Media,Stale
http://localhost:5000/video/item_68.mp4,1,238,2024-09-06 01:18:46,4,434,News,Stale
http://localhost:5000/video/item_79.mp4,94,346,2024-09-04 05:15:01,1,979,Infographic,Fresh
http://localhost:5000/video/item_67.mp4,12,366,2024-08-28 05:37:12,3,354,Videos,Stale
http://localhost:5000/video/item_21.mp4,41,441,2024-08-30 09:50:55,6,492,Article,Fresh
http://localhost:5000/video/item_69.mp4,11,151,2024-09-02 05:31:18,3,13,Ebook,Fresh
http://localhost:5000/video/item_19.mp4,22,137,2024-08-30 10:48:29,10,16,Article,Stale
http://localhost:5000/video/item_32.mp4,36,39,2024-09-02 19:13:04,4,691,Advertisement,Stale
http://localhost:5000/video/item_29.mp4,37,80,2024-08-28 23:11:11,10,189,Ebook,Fresh
http://localhost:5000/video/item_4.mp4,14,455,2024-09-07 16:08:39,5,809,Article,Fresh
http://localhost:5000/video/item_28.mp4,69,383,2024-09-06 10:53:08,7,761,Ebook,Stale
http://localhost:5000/video/item_85.mp4,7,457,2024-08-27 17:37:27,6,183,Infographic,Fresh
http://localhost:5000/video/item_36.mp4,14,443,2024-09-05 18:39:12,6,854,Blogs,Fresh
http://localhost:5000/video/item_60.mp4,56,25,2024-09-07 08:15:49,3,577,Infographic,Fresh
http://localhost:5000/video/item_66.mp4,49,356,2024-09-05 22:07:06,7,134,Social Media,Stale
http://localhost:5000/video/item_40.mp4,12,301,2024-09-03 05:39:12,3,537,Article,Stale
http://localhost:5000/video/item_42.mp4,99,217,2024-08-29 11:32:47,6,733,Social Media,Stale
http://localhost:5000/video/item_94.mp4,72,184,2024-08-29 19:40:24,7,124,Ebook,Fresh
http://localhost:5000/video/item_50.mp4,59,194,2024-08-31 18:36:33,6,552,Infographic,Fresh
http://localhost:5000/video/item_84.mp4,26,492,2024-08-28 00:51:46,7,403,Infographic,Fresh
http://localhost:5000/video/item_90.mp4,20,237,2024-09-06 00:13:43,10,591,Social Media,Stale
http://localhost:5000/video/item_46.mp4,80,499,2024-08-28 06:23:41,6,216,Emails,Fresh
http://localhost:5000/video/item_46.mp4,12,274,2024-08-29 05:10:19,10,24,Infographic,Stale
http://localhost:5000/video/item_65.mp4,92,29,2024-09-03 11:35:43,9,298,Article,Fresh
http://localhost:5000/video/item_96.mp4,46,485,2024-09-06 23:04:53,2,257,Ebook,Fresh
http://localhost:5000/video/item_89.mp4,4,398,2024-09-06 01:12:29,9,549,Blogs,Fresh
http://localhost:5000/video/item_51.mp4,56,237,2024-09-05 15:33:54,4,554,Social Media,Stale
http://localhost:5000/video/item_18.mp4,27,132,2024-09-05 07:14:01,3,739,Ebook,Stale
http://localhost:5000/video/item_36.mp4,74,129,2024-08-29 19:01:19,4,507,Social Media,Fresh
http://localhost:5000/video/item_26.mp4,11,381,2024-08-27 09:25:50,2,527,Authority Content,Fresh
http://localhost:5000/video/item_28.mp4,99,224,2024-08-31 14:01:51,1,83,Live Video,Stale
http://localhost:5000/video/item_70.mp4,79,60,2024-09-05 06:16:17,1,66,Article,Fresh
http://localhost:5000/video/item_50.mp4,90,305,2024-08-27 13:26:35,2,959,Emails,Stale
http://localhost:5000/video/item_35.mp4,79,300,2024-09-05 17:08:02,4,928,News,Stale
http://localhost:5000/video/item_32.mp4,13,472,2024-09-05 05:25:23,4,591,Social Media,Stale
http://localhost:5000/video/item_47.mp4,65,290,2024-08-29 20:31:01,3,758,Videos,Stale
http://localhost:5000/video/item_89.mp4,26,346,2024-09-02 20:26:45,1,205,Authority Content,Fresh
http://localhost:5000/video/item_16.mp4,53,32,2024-08-30 16:27:58,7,891,Ebook,Stale
http://localhost:5000/video/item_27.mp4,85,148,2024-09-06 16:22:54,7,146,Blogs,Fresh
http://localhost:5000/video/item_30.mp4,11,19,2024-08-27 11:37:47,3,821,News,Stale
http://localhost:5000/video/item_44.mp4,6,70,2024-09-02 06:14:16,8,574,Ebook,Stale
http://localhost:5000/video/item_7.mp4,52,158,2024-09-02 06:21:18,2,288,Social Media,Fresh
http://localhost:5000/video/item_10.mp4,31,200,2024-08-31 17:58:13,6,384,News,Fresh
http://localhost:5000/video/item_49.mp4,7,134,2024-09-06 10:48:42,10,316,Ebook,Fresh
http://localhost:5000/video/item_65.mp4,47,203,2024-09-02 11:32:13,8,230,Videos,Stale
http://localhost:5000/video/item_70.mp4,90,336,2024-08-28 09:13:16,2,626,Authority Content,Fresh
http://localhost:5000/video/item_25.mp4,94,302,2024-09-02 11:58:03,8,583,Infographic,Stale
http://localhost:5000/video/item_45.mp4,67,379,2024-09-04 12:14:07,4,168,Authority Content,Fresh
http://localhost:5000/video/item_58.mp4,78,135,2024-09-05 23:33:38,10,245,Infographic,Stale
http://localhost:5000/video/item_28.mp4,95,462,2024-09-01 02:45:11,8,794,Article,Fresh
http://localhost:5000/video/item_8.mp4,83,59,2024-08-27 13:28:34,9,855,Blogs,Fresh
http://localhost:5000/video/item_24.mp4,30,329,2024-09-04 06:15:56,4,401,Blogs,Fresh
http://localhost:5000/video/item_54.mp4,55,67,2024-09-05 14:33:44,2,929,Ebook,Stale
http://localhost:5000/video/item_32.mp4,20,427,2024-09-04 13:50:34,8,407,Ebook,Stale
http://localhost:5000/video/item_65.mp4,54,11,2024-09-02 00:30:31,2,669,Advertisement,Fresh
http://localhost:5000/video/item_16.mp4,57,255,2024-09-07 01:01:49,6,686,Live Video,Fresh
